Iteration,Combination,Current Script,Execution Time (seconds),RAM Memory Usage (MB),CPU Usage Per Core,GPU Usage (%),GPU Memory Usage (MB)
1,dp,detect.py,17.135117292404175,1339.57421875,"[9.1, 0.0, 0.0, 72.7, 33.3, 0.0, 0.0, 54.5, 0.0, 0.0, 27.3, 0.0, 0.0, 0.0, 0.0, 0.0, 16.7, 0.0, 10.0, 0.0, 0.0, 0.0, 0.0, 22.2, 9.1, 100.0, 0.0, 40.0, 0.0, 9.1, 0.0, 0.0]",60,14.2294921875
1,dp,predict.py,17.938162803649902,1361.70703125,"[0.0, 0.0, 9.1, 0.0, 0.0, 0.0, 0.0, 0.0, 9.1, 0.0, 0.0, 0.0, 33.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.1, 0.0, 0.0, 0.0, 50.0, 9.1, 9.1, 0.0, 9.1, 0.0, 0.0, 0.0]",60,14.2294921875
1,ds,speech.py,1.850508213043213,352.65625,"[0.0, 0.0, 100.0, 0.0, 9.1, 0.0, 0.0, 100.0, 0.0, 0.0, 0.0, 0.0, 9.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 100.0, 0.0, 0.0, 0.0, 0.0, 0.0, 100.0]",3,12.892578125
1,ds,detect.py,15.575007438659668,1338.76953125,"[0.0, 100.0, 0.0, 0.0, 0.0, 0.0, 100.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",27,13.3212890625
1,dd,detect.py,16.976145029067993,1355.4296875,"[0.0, 0.0, 9.1, 0.0, 0.0, 0.0, 100.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 100.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.1, 0.0, 0.0, 0.0, 90.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",64,13.767578125
1,dd,detect.py,17.080341339111328,1344.84375,"[9.1, 0.0, 9.1, 0.0, 0.0, 0.0, 100.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 100.0, 0.0, 0.0, 9.1, 0.0, 0.0, 9.1, 0.0, 0.0, 0.0, 66.7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",63,13.767578125
1,pppp,predict.py,23.719960927963257,1357.33984375,"[0.0, 10.0, 30.0, 0.0, 10.0, 100.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 9.1, 0.0, 0.0, 0.0, 0.0, 10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 66.7, 88.9, 100.0]",87,16.537109375
1,pppp,predict.py,23.725955963134766,1355.5234375,"[0.0, 18.2, 30.0, 0.0, 20.0, 100.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.1, 9.1, 0.0, 0.0, 0.0, 0.0, 9.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 60.0, 80.0, 100.0]",86,16.5341796875
1,pppp,predict.py,23.835439682006836,1359.828125,"[10.0, 10.0, 20.0, 0.0, 50.0, 88.9, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 70.0, 9.1, 0.0, 0.0, 11.1, 0.0, 10.0, 0.0, 0.0, 0.0, 10.0, 18.2, 11.1, 10.0, 11.1, 10.0, 0.0, 10.0, 100.0]",86,16.53515625
1,pppp,predict.py,24.015942335128784,1359.41796875,"[10.0, 10.0, 0.0, 0.0, 11.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 18.2, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 60.0, 0.0, 0.0, 40.0, 0.0]",86,16.5341796875
1,ppps,speech.py,2.040635108947754,353.44921875,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 0.0, 0.0, 0.0, 9.1, 20.0, 100.0, 20.0, 11.1, 0.0, 0.0, 0.0, 0.0, 0.0, 81.8, 0.0, 0.0, 100.0, 0.0, 0.0, 0.0, 80.0, 0.0, 80.0, 100.0]",2,12.9130859375
